sigma,theta,phi,bNina,bNino,beta_out,alpha,muEI,muIR,muRS,tau,rho,S_0,E_0,I_0,R_0,K_0,F_0,sig_obs,delta
0.003091796875,0.2109375,29.9609375,0,0,7.310546875e-4,0.954296875,29.418619791666664,34.076171875,1.9287109375,0.005060546875,0.017939453125,0.5537109375,0.00810546875,0.00126953125,0.1904296875,0.008189453125,0.004673828125,13.84765625,0.01666666666666666
0.007591796875,2.2109375,79.9609375,0,0,2.810546875e-4,0.8542968750000001,17.251953125,21.909505208333336,3.6787109375,0.009560546875,0.042439453125,0.8037109375,0.00310546875,0.00626953125,0.4404296875,0.003689453125,0.009173828125,8.84765625,0.01666666666666666
0.009841796875,1.2109375,104.9609375,0,0,9.560546875e-4,0.804296875,35.501953125,27.992838541666668,2.8037109375,0.007310546875,0.005689453125,0.9287109375,0.00560546875,0.00876953125,0.3154296875,0.005939453125,0.006923828125,11.34765625,0.01666666666666666
0.005341796875,3.2109375,54.9609375,0,0,5.060546875e-4,0.904296875,23.335286458333336,15.826171875,1.0537109375,0.002810546875,0.030189453125,0.6787109375,6.0546875e-4,0.00376953125,0.0654296875,0.001439453125,0.002423828125,6.34765625,0.01666666666666666
0.004216796875,1.7109375,92.4609375,0,0,3.935546875e-4,0.979296875,14.210286458333332,31.034505208333336,2.3662109375,0.008435546875,0.024064453125,0.7412109375,0.00435546875,1.953125e-5,0.3779296875,0.007064453125,0.001298828125,5.09765625,0.01666666666666666
0.008716796875,3.7109375,42.4609375,0,0,8.435546875e-4,0.8792968750000001,26.376953125,18.867838541666668,0.6162109375,0.003935546875,0.048564453125,0.9912109375,0.00935546875,0.00501953125,0.1279296875,0.002564453125,0.005798828125,10.09765625,0.01666666666666666
0.006466796875,0.7109375,67.4609375,0,0,1.685546875e-4,0.829296875,20.293619791666664,24.951171875,1.4912109375,0.001685546875,0.01181445312499999,0.8662109375,0.00185546875,0.00751953125,0.0029296875,0.009314453125,0.008048828125,7.59765625,0.01666666666666666
0.001966796875,2.7109375,117.4609375,0,0,6.185546875000001e-4,0.929296875,32.460286458333336,12.784505208333332,3.2412109375,0.006185546875,0.036314453125,0.6162109375,0.00685546875,0.00251953125,0.2529296875,0.004814453125,0.003548828125,12.59765625,0.01666666666666666
0.001685546875,0.5859375,76.8359375,0,0,8.716796875000001e-4,0.873046875,27.137369791666668,15.065755208333332,0.7255859375,0.005341796875,0.004158203125,0.7568359375,0.00216796875,9.5703125e-4,0.1435546875,0.003970703125,0.002142578125,7.91015625,0.01666666666666666
0.006185546875,2.5859375,26.8359375,0,0,4.216796875e-4,0.973046875,14.970703125,27.232421875,2.4755859375,0.009841796875,0.028658203125,0.5068359375,0.00716796875,0.00595703125,0.3935546875,0.008470703125,0.006642578125,12.91015625,0.01666666666666666
0.008435546875,1.5859375,51.8359375,0,0,6.466796875e-4,0.923046875,33.220703125,21.149088541666664,3.3505859375,0.007591796875,0.016408203125,0.6318359375,0.00466796875,0.00845703125,0.2685546875,0.001720703125,0.008892578125,5.41015625,0.01666666666666666
0.003935546875,3.5859375,101.8359375,0,0,1.966796875e-4,0.8230468750000001,21.054036458333336,33.315755208333336,1.6005859375,0.003091796875,0.040908203125,0.8818359375,0.00966796875,0.00345703125,0.0185546875,0.006220703125,0.004392578125,10.41015625,0.01666666666666666
0.005060546875,1.0859375,39.3359375,0,0,3.091796875e-4,0.898046875,18.012369791666668,18.107421875,3.7880859375,0.008716796875,0.010283203125,0.9443359375,0.00591796875,0.00220703125,0.4560546875,0.002845703125,0.003267578125,11.66015625,0.01666666666666666
0.009560546875,3.0859375,89.3359375,0,0,7.591796875e-4,0.998046875,30.179036458333336,30.274088541666664,2.0380859375,0.004216796875,0.034783203125,0.6943359375,9.1796875e-4,0.00720703125,0.2060546875,0.007345703125,0.007767578125,6.66015625,0.01666666666666666
0.007310546875,0.0859375,114.3359375,0,0,5.341796875e-4,0.948046875,24.095703125,24.190755208333336,1.1630859375,0.001966796875,0.022533203125,0.5693359375,0.00841796875,0.00970703125,0.0810546875,0.005095703125,0.005517578125,14.16015625,0.01666666666666666
0.002810546875,2.0859375,64.3359375,0,0,9.841796875e-4,0.8480468750000001,36.26236979166667,36.357421875,2.9130859375,0.006466796875,0.047033203125,0.8193359375,0.00341796875,0.00470703125,0.3310546875,0.009595703125,0.001017578125,9.16015625,0.01666666666666666
0.002248046875,1.8359375,95.5859375,0,0,9.279296875e-4,0.860546875,22.574869791666668,16.586588541666664,0.5068359375,0.007029296875,0.025595703125,0.6005859375,2.9296875e-4,0.00658203125,0.2373046875,0.003408203125,0.002705078125,11.03515625,0.01666666666666666
0.006748046875,3.8359375,45.5859375,0,0,4.779296875e-4,0.960546875,34.741536458333336,28.753255208333336,2.2568359375,0.002529296875,0.001095703125,0.8505859375,0.00529296875,0.00158203125,0.4873046875,0.007908203125,0.007205078125,6.03515625,0.01666666666666666
0.008998046875,0.8359375,20.5859375,0,0,7.029296875e-4,0.910546875,16.491536458333332,22.669921875,3.1318359375,0.004779296875,0.037845703125,0.9755859375,0.00279296875,0.00408203125,0.3623046875,0.001158203125,0.009455078125,13.53515625,0.01666666666666666
0.004498046875,2.8359375,70.5859375,0,0,2.529296875e-4,0.810546875,28.658203125,34.83658854166667,1.3818359375,0.009279296875,0.013345703125,0.7255859375,0.00779296875,0.00908203125,0.1123046875,0.005658203125,0.004955078125,8.53515625,0.01666666666666666
0.003373046875,0.3359375,58.0859375,0,0,1.404296875e-4,0.8855468750000001,31.69986979166667,13.544921875,3.5693359375,0.001404296875,0.031720703125,0.6630859375,0.00654296875,0.00533203125,0.4248046875,0.002283203125,0.003830078125,9.78515625,0.01666666666666666
0.007873046875,2.3359375,108.0859375,0,0,5.904296875e-4,0.985546875,19.533203125,25.711588541666668,1.8193359375,0.005904296875,0.007220703125,0.9130859375,0.00154296875,3.3203125e-4,0.1748046875,0.006783203125,0.008330078125,14.78515625,0.01666666666666666
0.005623046875,1.3359375,83.0859375,0,0,3.654296875e-4,0.935546875,25.616536458333336,19.628255208333332,0.9443359375,0.008154296875,0.043970703125,0.7880859375,0.00904296875,0.00283203125,0.0498046875,0.004533203125,0.006080078125,7.28515625,0.01666666666666666
0.001123046875,3.3359375,33.0859375,0,0,8.154296875000001e-4,0.835546875,13.449869791666666,31.794921875,2.6943359375,0.003654296875,0.019470703125,0.5380859375,0.00404296875,0.00783203125,0.2998046875,0.009033203125,0.001580078125,12.28515625,0.01666666666666666
0.001087890625,0.6640625,63.1640625,0,0,6.150390625e-4,0.900390625,15.826171875,31.12955729166667,3.0361328125,0.002494140625,0.023107421875,0.7236328125,0.00634765625,0.00677734375,0.2001953125,0.009771484375,0.008716796875,14.82421875,0.01666666666666666
0.005587890625,2.6640625,113.1640625,0,0,1.6503906249999998e-4,0.800390625,27.992838541666668,18.962890625,1.2861328125,0.006994140625,0.047607421875,0.9736328125,0.00134765625,0.00177734375,0.4501953125,0.005271484375,0.004216796875,9.82421875,0.01666666666666666
0.007837890625,1.6640625,88.1640625,0,0,8.400390625000001e-4,0.8503906250000001,21.909505208333336,25.046223958333336,2.1611328125,0.009244140625,0.010857421875,0.8486328125,0.00884765625,0.00427734375,0.3251953125,0.007521484375,0.001966796875,12.32421875,0.01666666666666666
0.003337890625,3.6640625,38.1640625,0,0,3.900390625e-4,0.950390625,34.076171875,12.879557291666666,3.9111328125,0.004744140625,0.035357421875,0.5986328125,0.00384765625,0.00927734375,0.0751953125,0.003021484375,0.006466796875,7.32421875,0.01666666666666666
0.004462890625,1.1640625,100.6640625,0,0,5.025390625000001e-4,0.925390625,24.951171875,34.171223958333336,1.7236328125,0.005869140625,0.016982421875,0.5361328125,9.765625e-5,0.00552734375,0.3876953125,0.006396484375,0.007591796875,6.07421875,0.01666666666666666
0.008962890625,3.1640625,50.6640625,0,0,9.525390625e-4,0.825390625,12.784505208333332,22.004557291666668,3.4736328125,0.001369140625,0.041482421875,0.7861328125,0.00509765625,5.2734375e-4,0.1376953125,0.001896484375,0.003091796875,11.07421875,0.01666666666666666
0.006712890625,0.1640625,25.6640625,0,0,2.775390625e-4,0.8753906250000001,31.034505208333336,28.087890625,2.5986328125,0.003619140625,0.004732421875,0.9111328125,0.00259765625,0.00302734375,0.0126953125,0.008646484375,0.005341796875,8.57421875,0.01666666666666666
0.002212890625,2.1640625,75.6640625,0,0,7.275390625e-4,0.975390625,18.867838541666668,15.921223958333332,0.8486328125,0.008119140625,0.029232421875,0.6611328125,0.00759765625,0.00802734375,0.2626953125,0.004146484375,0.009841796875,13.57421875,0.01666666666666666
0.002775390625,1.9140625,44.4140625,0,0,6.712890625e-4,0.912890625,32.55533854166667,35.69205729166667,2.8173828125,0.009806640625,0.044544921875,0.8798828125,0.00572265625,0.00115234375,0.1689453125,0.009208984375,0.008154296875,6.69921875,0.01666666666666666
0.007275390625,3.9140625,94.4140625,0,0,2.212890625e-4,0.8128906250000001,20.388671875,23.525390625,1.0673828125,0.005306640625,0.020044921875,0.6298828125,7.2265625e-4,0.00615234375,0.4189453125,0.004708984375,0.003654296875,11.69921875,0.01666666666666666
0.009525390625,0.9140625,119.4140625,0,0,8.962890625000001e-4,0.862890625,26.472005208333336,29.608723958333336,1.9423828125,0.003056640625,0.032294921875,0.5048828125,0.00822265625,0.00865234375,0.2939453125,0.006958984375,0.001404296875,9.19921875,0.01666666666666666
0.005025390625,2.9140625,69.4140625,0,0,4.462890625e-4,0.962890625,14.305338541666666,17.442057291666668,3.6923828125,0.007556640625,0.007794921875,0.7548828125,0.00322265625,0.00365234375,0.0439453125,0.002458984375,0.005904296875,14.19921875,0.01666666666666666
0.003900390625,0.4140625,81.9140625,0,0,3.337890625e-4,0.937890625,23.430338541666668,32.650390625,1.5048828125,0.004181640625,0.038419921875,0.8173828125,0.00197265625,0.00240234375,0.4814453125,0.005833984375,0.007029296875,12.94921875,0.01666666666666666
0.008400390625,2.4140625,31.9140625,0,0,7.837890625e-4,0.837890625,35.597005208333336,20.483723958333336,3.2548828125,0.008681640625,0.013919921875,0.5673828125,0.00697265625,0.00740234375,0.2314453125,0.001333984375,0.002529296875,7.94921875,0.01666666666666666
0.006150390625,1.4140625,56.9140625,0,0,1.087890625e-4,0.887890625,17.347005208333332,26.567057291666668,2.3798828125,0.006431640625,0.026169921875,0.6923828125,0.00447265625,0.00990234375,0.1064453125,0.008083984375,0.004779296875,10.44921875,0.01666666666666666
0.001650390625,3.4140625,106.9140625,0,0,5.587890625e-4,0.987890625,29.513671875,14.400390625,0.6298828125,0.001931640625,0.001669921875,0.9423828125,0.00947265625,0.00490234375,0.3564453125,0.003583984375,0.009279296875,5.44921875,0.01666666666666666
0.001931640625,1.2890625,91.2890625,0,0,8.119140625e-4,0.806640625,36.357421875,13.639973958333332,3.3642578125,0.009525390625,0.033826171875,0.6767578125,0.00416015625,0.00146484375,0.2470703125,0.004990234375,0.005623046875,10.13671875,0.01666666666666666
0.006431640625,3.2890625,41.2890625,0,0,3.619140625e-4,0.906640625,24.190755208333336,25.806640625,1.6142578125,0.005025390625,0.009326171875,0.9267578125,0.00916015625,0.00646484375,0.4970703125,0.009490234375,0.001123046875,5.13671875,0.01666666666666666
0.008681640625,0.2890625,66.2890625,0,0,5.869140625e-4,0.956640625,30.274088541666664,19.723307291666668,0.7392578125,0.002775390625,0.046076171875,0.8017578125,0.00166015625,0.00896484375,0.3720703125,0.002740234375,0.003373046875,12.63671875,0.01666666666666666
0.004181640625,2.2890625,116.2890625,0,0,1.369140625e-4,0.856640625,18.107421875,31.889973958333336,2.4892578125,0.007275390625,0.021576171875,0.5517578125,0.00666015625,0.00396484375,0.1220703125,0.007240234375,0.007873046875,7.63671875,0.01666666666666666
0.005306640625,0.7890625,28.7890625,0,0,2.494140625e-4,0.831640625,21.149088541666664,16.681640625,1.1767578125,0.003900390625,0.027701171875,0.6142578125,0.00791015625,2.1484375e-4,0.4345703125,0.001615234375,0.008998046875,8.88671875,0.01666666666666666
0.009806640625,2.7890625,78.7890625,0,0,6.994140625000001e-4,0.931640625,33.315755208333336,28.848307291666664,2.9267578125,0.008400390625,0.003201171875,0.8642578125,0.00291015625,0.00521484375,0.1845703125,0.006115234375,0.004498046875,13.88671875,0.01666666666666666
0.007556640625,1.7890625,103.7890625,0,0,4.744140625e-4,0.981640625,15.065755208333332,22.764973958333336,3.8017578125,0.006150390625,0.039951171875,0.9892578125,0.00541015625,0.00771484375,0.0595703125,0.003865234375,0.002248046875,6.38671875,0.01666666666666666
0.003056640625,3.7890625,53.7890625,0,0,9.244140625e-4,0.8816406250000001,27.232421875,34.931640625,2.0517578125,0.001650390625,0.015451171875,0.7392578125,4.1015625e-4,0.00271484375,0.3095703125,0.008365234375,0.006748046875,11.38671875,0.01666666666666666
0.002494140625,0.0390625,110.0390625,0,0,9.806640625e-4,0.8191406250000001,13.544921875,18.202473958333332,3.1455078125,0.002212890625,0.012388671875,0.9580078125,0.00353515625,0.00583984375,0.1533203125,0.004427734375,0.006185546875,8.26171875,0.01666666666666666
0.006994140625,2.0390625,60.0390625,0,0,5.306640625e-4,0.919140625,25.711588541666668,30.369140625,1.3955078125,0.006712890625,0.036888671875,0.7080078125,0.00853515625,8.3984375e-4,0.4033203125,0.008927734375,0.001685546875,13.26171875,0.01666666666666666
0.009244140625,1.0390625,35.0390625,0,0,7.556640625e-4,0.969140625,19.628255208333332,24.285807291666668,0.5205078125,0.008962890625,0.024638671875,0.5830078125,0.00103515625,0.00333984375,0.2783203125,0.002177734375,0.003935546875,5.76171875,0.01666666666666666
0.004744140625,3.0390625,85.0390625,0,0,3.056640625e-4,0.869140625,31.794921875,36.452473958333336,2.2705078125,0.004462890625,0.049138671875,0.8330078125,0.00603515625,0.00833984375,0.0283203125,0.006677734375,0.008435546875,10.76171875,0.01666666666666666
0.003619140625,1.5390625,47.5390625,0,0,1.931640625e-4,0.8441406250000001,28.753255208333336,15.160807291666666,0.9580078125,0.005587890625,0.006263671875,0.7705078125,0.00978515625,0.00708984375,0.4658203125,0.001052734375,0.009560546875,12.01171875,0.01666666666666666
0.008119140625,3.5390625,97.5390625,0,0,6.431640625000001e-4,0.944140625,16.586588541666664,27.327473958333336,2.7080078125,0.001087890625,0.030763671875,0.5205078125,0.00478515625,0.00208984375,0.2158203125,0.005552734375,0.005060546875,7.01171875,0.01666666666666666
0.005869140625,0.5390625,72.5390625,0,0,4.181640625e-4,0.994140625,34.83658854166667,21.244140625,3.5830078125,0.003337890625,0.018513671875,0.6455078125,0.00728515625,0.00458984375,0.0908203125,0.003302734375,0.002810546875,14.51171875,0.01666666666666666
0.001369140625,2.5390625,22.5390625,0,0,8.681640625e-4,0.894140625,22.669921875,33.41080729166667,1.8330078125,0.007837890625,0.043013671875,0.8955078125,0.00228515625,0.00958984375,0.3408203125,0.007802734375,0.007310546875,9.51171875,0.01666666666666666
0.001509765625,1.7265625,114.7265625,0,0,2.916015625e-4,0.953515625,25.331380208333336,20.103515625,2.9814453125,0.001509765625,0.010091796875,0.6845703125,0.00744140625,0.00912109375,0.3642578125,0.009349609375,0.002669921875,10.60546875,0.01666666666666666
0.006009765625,3.7265625,64.7265625,0,0,7.416015625000001e-4,0.853515625,13.164713541666666,32.27018229166667,1.2314453125,0.006009765625,0.034591796875,0.9345703125,0.00244140625,0.00412109375,0.1142578125,0.004849609375,0.007169921875,5.60546875,0.01666666666666666
0.008259765625,0.7265625,39.7265625,0,0,5.166015625e-4,0.8035156250000001,31.41471354166667,14.020182291666666,2.1064453125,0.008259765625,0.022341796875,0.8095703125,0.00994140625,0.00162109375,0.2392578125,0.007099609375,0.009419921875,13.10546875,0.01666666666666666
0.003759765625,2.7265625,89.7265625,0,0,9.666015625e-4,0.903515625,19.248046875,26.186848958333336,3.8564453125,0.003759765625,0.046841796875,0.5595703125,0.00494140625,0.00662109375,0.4892578125,0.002599609375,0.004919921875,8.10546875,0.01666666666666666
0.004884765625,0.2265625,52.2265625,0,0,8.541015625e-4,0.978515625,16.206380208333332,23.145182291666668,1.6689453125,0.007134765625,0.003966796875,0.6220703125,0.00119140625,0.00787109375,0.0517578125,0.005974609375,0.003794921875,9.35546875,0.01666666666666666
0.009384765625,2.2265625,102.2265625,0,0,4.041015625e-4,0.878515625,28.373046875,35.311848958333336,3.4189453125,0.002634765625,0.028466796875,0.8720703125,0.00619140625,0.00287109375,0.3017578125,0.001474609375,0.008294921875,14.35546875,0.01666666666666666
0.007134765625,1.2265625,77.2265625,0,0,6.291015625e-4,0.8285156250000001,22.289713541666668,17.061848958333332,2.5439453125,0.004884765625,0.016216796875,0.9970703125,0.00369140625,3.7109375e-4,0.4267578125,0.008224609375,0.006044921875,6.85546875,0.01666666666666666
0.002634765625,3.2265625,27.2265625,0,0,1.791015625e-4,0.928515625,34.456380208333336,29.228515625,0.7939453125,0.009384765625,0.040716796875,0.7470703125,0.00869140625,0.00537109375,0.1767578125,0.003724609375,0.001544921875,11.85546875,0.01666666666666666
0.003197265625,0.9765625,83.4765625,0,0,1.228515625e-4,0.966015625,23.810546875,21.624348958333336,2.7626953125,0.008822265625,0.037654296875,0.9658203125,0.00556640625,0.00349609375,0.2705078125,0.009912109375,0.003232421875,8.73046875,0.01666666666666666
0.007697265625,2.9765625,33.4765625,0,0,5.728515625e-4,0.8660156250000001,35.97721354166667,33.791015625,1.0126953125,0.004322265625,0.01315429687499999,0.7158203125,5.6640625e-4,0.00849609375,0.0205078125,0.005412109375,0.007732421875,13.73046875,0.01666666666666666
0.009947265625,1.9765625,58.4765625,0,0,3.4785156249999996e-4,0.816015625,17.727213541666668,15.541015625,1.8876953125,0.002072265625,0.049904296875,0.5908203125,0.00806640625,0.00599609375,0.1455078125,0.007662109375,0.009982421875,6.23046875,0.01666666666666666
0.005447265625,3.9765625,108.4765625,0,0,7.978515625000001e-4,0.916015625,29.893880208333336,27.707682291666668,3.6376953125,0.006572265625,0.025404296875,0.8408203125,0.00306640625,9.9609375e-4,0.3955078125,0.003162109375,0.005482421875,11.23046875,0.01666666666666666
0.004322265625,1.4765625,20.9765625,0,0,9.103515625e-4,0.991015625,32.935546875,18.582682291666668,1.4501953125,0.005447265625,0.031529296875,0.7783203125,0.00181640625,0.00474609375,0.0830078125,0.006537109375,0.004357421875,12.48046875,0.01666666666666666
0.008822265625,3.4765625,70.9765625,0,0,4.603515625e-4,0.891015625,20.768880208333336,30.749348958333336,3.2001953125,0.009947265625,0.007029296875,0.5283203125,0.00681640625,0.00974609375,0.3330078125,0.002037109375,0.008857421875,7.48046875,0.01666666666666666
0.006572265625,0.4765625,95.9765625,0,0,6.853515625e-4,0.841015625,26.852213541666668,12.499348958333332,2.3251953125,0.007697265625,0.043779296875,0.6533203125,0.00431640625,0.00724609375,0.4580078125,0.008787109375,0.006607421875,14.98046875,0.01666666666666666
0.002072265625,2.4765625,45.9765625,0,0,2.353515625e-4,0.941015625,14.685546875,24.666015625,0.5751953125,0.003197265625,0.019279296875,0.9033203125,0.00931640625,0.00224609375,0.2080078125,0.004287109375,0.002107421875,9.98046875,0.01666666666666666
0.001791015625,0.3515625,36.6015625,0,0,4.884765625e-4,0.8597656250000001,20.008463541666668,26.947265625,3.5283203125,0.008541015625,0.048373046875,0.7314453125,0.00462890625,0.00380859375,0.3173828125,0.004568359375,0.005201171875,14.66796875,0.01666666666666666
0.006291015625,2.3515625,86.6015625,0,0,9.384765625e-4,0.959765625,32.175130208333336,14.780598958333332,1.7783203125,0.004041015625,0.023873046875,0.9814453125,0.00962890625,0.00880859375,0.0673828125,0.009068359375,0.009701171875,9.66796875,0.01666666666666666
0.008541015625,1.3515625,111.6015625,0,0,2.634765625e-4,0.909765625,13.925130208333332,33.030598958333336,0.9033203125,0.001791015625,0.036123046875,0.8564453125,0.00212890625,0.00630859375,0.1923828125,0.002318359375,0.007451171875,12.16796875,0.01666666666666666
0.004041015625,3.3515625,61.6015625,0,0,7.134765625e-4,0.809765625,26.091796875,20.863932291666664,2.6533203125,0.006291015625,0.011623046875,0.6064453125,0.00712890625,0.00130859375,0.4423828125,0.006818359375,0.002951171875,7.16796875,0.01666666666666666
0.005166015625,1.8515625,74.1015625,0,0,6.009765625000001e-4,0.884765625,35.216796875,29.988932291666664,1.3408203125,0.005166015625,0.042248046875,0.5439453125,0.00837890625,0.00255859375,0.0048828125,0.001193359375,0.001826171875,5.91796875,0.01666666666666666
0.009666015625,3.8515625,24.1015625,0,0,1.509765625e-4,0.984765625,23.050130208333336,17.822265625,3.0908203125,0.009666015625,0.017748046875,0.7939453125,0.00337890625,0.00755859375,0.2548828125,0.005693359375,0.006326171875,10.91796875,0.01666666666666666
0.007416015625,0.8515625,49.1015625,0,0,8.259765625e-4,0.934765625,29.133463541666664,36.072265625,3.9658203125,0.007416015625,0.029998046875,0.9189453125,0.00587890625,0.00505859375,0.3798828125,0.003443359375,0.008576171875,8.41796875,0.01666666666666666
0.002916015625,2.8515625,99.1015625,0,0,3.759765625e-4,0.8347656250000001,16.966796875,23.905598958333336,2.2158203125,0.002916015625,0.005498046875,0.6689453125,8.7890625e-4,5.859375e-5,0.1298828125,0.007943359375,0.004076171875,13.41796875,0.01666666666666666
0.002353515625,1.1015625,67.8515625,0,0,4.322265625e-4,0.872265625,27.612630208333336,28.468098958333336,3.3095703125,0.001228515625,0.020810546875,0.8876953125,0.00275390625,0.00818359375,0.2861328125,0.005130859375,0.004638671875,6.54296875,0.01666666666666666
0.006853515625,3.1015625,117.8515625,0,0,8.822265625e-4,0.972265625,15.445963541666666,16.301432291666664,1.5595703125,0.005728515625,0.045310546875,0.6376953125,0.00775390625,0.00318359375,0.0361328125,0.009630859375,0.009138671875,11.54296875,0.01666666666666666
0.009103515625,0.1015625,92.8515625,0,0,2.072265625e-4,0.922265625,33.69596354166667,34.55143229166667,0.6845703125,0.007978515625,0.008560546875,0.5126953125,2.5390625e-4,6.835937500000001e-4,0.1611328125,0.002880859375,0.006888671875,9.04296875,0.01666666666666666
0.004603515625,2.1015625,42.8515625,0,0,6.572265625e-4,0.822265625,21.529296875,22.384765625,2.4345703125,0.003478515625,0.033060546875,0.7626953125,0.00525390625,0.00568359375,0.4111328125,0.007380859375,0.002388671875,14.04296875,0.01666666666666666
0.003478515625,0.6015625,105.3515625,0,0,7.697265625e-4,0.8972656250000001,12.404296875,25.426432291666668,1.1220703125,0.006853515625,0.014685546875,0.8251953125,0.00900390625,0.00943359375,0.0986328125,0.001755859375,0.001263671875,12.79296875,0.01666666666666666
0.007978515625,2.6015625,55.3515625,0,0,3.197265625e-4,0.997265625,24.570963541666668,13.259765625,2.8720703125,0.002353515625,0.039185546875,0.5751953125,0.00400390625,0.00443359375,0.3486328125,0.006255859375,0.005763671875,7.79296875,0.01666666666666666
0.005728515625,1.6015625,30.3515625,0,0,9.947265625e-4,0.947265625,18.487630208333332,31.509765625,3.7470703125,0.004603515625,0.00243554687499999,0.7001953125,0.00650390625,0.00193359375,0.4736328125,0.004005859375,0.008013671875,10.29296875,0.01666666666666666
0.001228515625,3.6015625,80.3515625,0,0,5.447265625e-4,0.847265625,30.654296875,19.343098958333332,1.9970703125,0.009103515625,0.026935546875,0.9501953125,0.00150390625,0.00693359375,0.2236328125,0.008505859375,0.003513671875,5.29296875,0.01666666666666666
0.001158203125,1.1953125,31.1328125,0,0,3.689453125e-4,0.980078125,26.281901041666668,35.882161458333336,3.6650390625,0.007486328125,0.045693359375,0.5712890625,0.00126953125,0.00982421875,0.4150390625,0.001966796875,0.004990234375,6.15234375,0.01666666666666666
0.005658203125,3.1953125,81.1328125,0,0,8.189453125e-4,0.880078125,14.115234375,23.715494791666668,1.9150390625,0.002986328125,0.021193359375,0.8212890625,0.00626953125,0.00482421875,0.1650390625,0.006466796875,0.009490234375,11.15234375,0.01666666666666666
0.007908203125,0.1953125,106.1328125,0,0,1.439453125e-4,0.830078125,32.365234375,29.798828125,1.0400390625,0.005236328125,0.033443359375,0.9462890625,0.00376953125,0.00232421875,0.0400390625,0.004216796875,0.007240234375,8.65234375,0.01666666666666666
0.003408203125,2.1953125,56.1328125,0,0,5.939453125000001e-4,0.930078125,20.198567708333336,17.632161458333332,2.7900390625,0.009736328125,0.008943359375,0.6962890625,0.00876953125,0.00732421875,0.2900390625,0.008716796875,0.002740234375,13.65234375,0.01666666666666666
0.004533203125,0.6953125,93.6328125,0,0,7.064453125e-4,0.955078125,17.156901041666668,32.84049479166667,0.6025390625,0.001861328125,0.039568359375,0.6337890625,0.00501953125,0.00857421875,0.2275390625,0.005341796875,0.001615234375,14.90234375,0.01666666666666666
0.009033203125,2.6953125,43.6328125,0,0,2.564453125e-4,0.855078125,29.323567708333336,20.673828125,2.3525390625,0.006361328125,0.015068359375,0.8837890625,1.953125e-5,0.00357421875,0.4775390625,0.009841796875,0.006115234375,9.90234375,0.01666666666666666
0.006783203125,1.6953125,68.6328125,0,0,9.314453125e-4,0.8050781250000001,23.240234375,26.757161458333336,3.2275390625,0.008611328125,0.027318359375,0.7587890625,0.00751953125,0.00107421875,0.3525390625,0.003091796875,0.008365234375,12.40234375,0.01666666666666666
0.002283203125,3.6953125,118.6328125,0,0,4.814453125e-4,0.905078125,35.40690104166667,14.590494791666666,1.4775390625,0.004111328125,0.002818359375,0.5087890625,0.00251953125,0.00607421875,0.1025390625,0.007591796875,0.003865234375,7.40234375,0.01666666666666666
0.002845703125,0.4453125,49.8828125,0,0,5.376953125e-4,0.992578125,21.719401041666668,31.319661458333336,3.8837890625,0.004673828125,0.024255859375,0.7900390625,6.4453125e-4,0.00294921875,0.4462890625,0.001404296875,0.004427734375,13.02734375,0.01666666666666666
0.007345703125,2.4453125,99.8828125,0,0,9.876953125e-4,0.892578125,33.886067708333336,19.152994791666668,2.1337890625,0.009173828125,0.048755859375,0.5400390625,0.00564453125,0.00794921875,0.1962890625,0.005904296875,0.008927734375,8.02734375,0.01666666666666666
0.009595703125,1.4453125,74.8828125,0,0,3.126953125e-4,0.8425781250000001,15.636067708333332,25.236328125,1.2587890625,0.006923828125,0.012005859375,0.6650390625,0.00314453125,0.00544921875,0.0712890625,0.003654296875,0.006677734375,10.52734375,0.01666666666666666
0.005095703125,3.4453125,24.8828125,0,0,7.626953125e-4,0.942578125,27.802734375,13.069661458333332,3.0087890625,0.002423828125,0.036505859375,0.9150390625,0.00814453125,4.4921875e-4,0.3212890625,0.008154296875,0.002177734375,5.52734375,0.01666666666666666
0.003970703125,1.9453125,112.3828125,0,0,6.501953125000001e-4,0.967578125,30.84440104166667,34.361328125,0.8212890625,0.008048828125,0.018130859375,0.9775390625,0.00689453125,0.00419921875,0.1337890625,0.004779296875,0.001052734375,6.77734375,0.01666666666666666
0.008470703125,3.9453125,62.3828125,0,0,2.001953125e-4,0.8675781250000001,18.677734375,22.194661458333336,2.5712890625,0.003548828125,0.042630859375,0.7275390625,0.00189453125,0.00919921875,0.3837890625,0.009279296875,0.005552734375,11.77734375,0.01666666666666666
0.006220703125,0.9453125,37.3828125,0,0,8.751953125e-4,0.817578125,24.761067708333336,28.277994791666664,3.4462890625,0.001298828125,0.005880859375,0.6025390625,0.00939453125,0.00669921875,0.2587890625,0.002529296875,0.007802734375,9.27734375,0.01666666666666666
0.001720703125,2.9453125,87.3828125,0,0,4.251953125e-4,0.917578125,12.594401041666666,16.111328125,1.6962890625,0.005798828125,0.030380859375,0.8525390625,0.00439453125,0.00169921875,0.0087890625,0.007029296875,0.003302734375,14.27734375,0.01666666666666666
0.002001953125,0.8203125,96.7578125,0,0,1.7207031250000002e-4,0.886328125,19.438151041666668,16.871744791666668,2.4619140625,0.004392578125,0.01047460937499999,0.5244140625,0.00908203125,0.00451171875,0.3994140625,0.006185546875,0.002458984375,8.96484375,0.01666666666666666
