sigma,kappa,W_max,n1,n2,K_a,K_b,theta,bNina,bNino,beta_out,alpha,muEI,muIR,muRS,tau,rho,S_0,E_0,I_0,R_0,K_0,F_0,W_0,sig_obs,delta
0.005587890625,3.9e-5,75.8984375,4.8984375,8.943359375,0.06083984375,0.9001953125000001,2.6015625,0,0.837890625,7.169921875000001e-4,0.933203125,35.311848958333336,35.216796875,0.9716796875,0.009103515625,0.024255859375,0.6787109375,0.00482421875,0.00255859375,0.2177734375,0.007134765625,0.006326171875,0.00517578125,0.16118800004478545,0.01666666666666666
0.007837890625,3.9e-5,60.8984375,7.8984375,10.693359375,0.17333984375000003,0.9251953125,1.6015625,0,1.587890625,4.919921875e-4,0.983203125,17.061848958333332,29.133463541666664,3.5966796875,0.006853515625,0.036505859375,0.5537109375,0.00732421875,5.859375e-5,0.3427734375,0.009384765625,0.004076171875,0.04267578125,0.06469694518018515,0.01666666666666666
0.003337890625,3.9e-5,30.8984375,5.8984375,14.193359375,0.09833984375000002,0.9751953125,3.6015625,0,0.087890625,9.419921875e-4,0.883203125,29.228515625,16.966796875,1.8466796875,0.002353515625,0.012005859375,0.8037109375,0.00232421875,0.00505859375,0.0927734375,0.004884765625,0.008576171875,0.01767578125,0.14009197512641552,0.01666666666666666
0.004462890625,3.9e-5,68.3984375,6.3984375,9.818359375,0.11708984375000002,0.9626953125,2.1015625,0,2.712890625,3.794921875e-4,0.908203125,20.103515625,13.925130208333332,0.5341796875,0.007978515625,0.030380859375,0.8662109375,0.00107421875,0.00130859375,0.1552734375,0.006009765625,0.009701171875,0.03642578125,0.07846898918505758,0.01666666666666666
0.008962890625,3.9e-5,38.3984375,4.3984375,13.318359375,0.19208984375000004,0.9126953125,0.1015625,0,1.212890625,8.294921875e-4,0.808203125,32.27018229166667,26.091796875,2.2841796875,0.003478515625,0.005880859375,0.6162109375,0.00607421875,0.00630859375,0.4052734375,0.001509765625,0.005201171875,0.01142578125,0.10322269091848284,0.01666666666666666
0.006712890625,3.9e-5,23.3984375,7.3984375,11.568359375,0.07958984375,0.9376953125,3.1015625,0,1.962890625,1.544921875e-4,0.8582031250000001,14.020182291666666,32.175130208333336,1.4091796875,0.001228515625,0.042630859375,0.7412109375,0.00357421875,0.00880859375,0.0302734375,0.003759765625,0.007451171875,0.04892578125,0.16066758360248062,0.01666666666666666
0.002212890625,3.9e-5,53.3984375,5.3984375,8.068359375,0.15458984375,0.9876953125,1.1015625,0,0.462890625,6.044921875e-4,0.958203125,26.186848958333336,20.008463541666668,3.1591796875,0.005728515625,0.018130859375,0.9912109375,0.00857421875,0.00380859375,0.2802734375,0.008259765625,0.002951171875,0.02392578125,0.1608573839068413,0.01666666666666666
0.002775390625,3.9e-5,34.6484375,4.1484375,9.380859375,0.14521484375000002,0.9564453125,3.3515625,0,2.900390625,6.607421875e-4,0.995703125,33.791015625,30.654296875,2.5029296875,0.004041015625,0.045693359375,0.8974609375,0.00169921875,0.00193359375,0.3740234375,0.003197265625,0.003513671875,0.04580078125,0.122192084195558,0.01666666666666666
0.007275390625,3.9e-5,64.6484375,6.1484375,12.880859375,0.07021484375,0.9064453125,1.3515625,0,1.400390625,2.107421875e-4,0.895703125,21.624348958333336,18.487630208333332,0.7529296875,0.008541015625,0.021193359375,0.6474609375,0.00669921875,0.00693359375,0.1240234375,0.007697265625,0.008013671875,0.02080078125,0.05651750782271847,0.01666666666666666
0.009525390625,3.9e-5,79.6484375,5.1484375,14.630859375,0.18271484375,0.9314453125,2.3515625,0,2.150390625,8.857421875e-4,0.845703125,27.707682291666668,12.404296875,3.3779296875,0.006291015625,0.033443359375,0.5224609375,0.00419921875,0.00943359375,0.4990234375,0.009947265625,0.001263671875,0.03330078125,0.1820802337257192,0.01666666666666666
0.005025390625,3.9e-5,49.6484375,7.1484375,11.130859375,0.10771484375,0.9814453125,0.3515625,0,0.650390625,4.357421875e-4,0.945703125,15.541015625,24.570963541666668,1.6279296875,0.001791015625,0.008943359375,0.7724609375,0.00919921875,0.00443359375,0.2490234375,0.005447265625,0.005763671875,0.00830078125,0.05582469173241407,0.01666666666666666
0.003900390625,3.9e-5,57.1484375,4.6484375,13.755859375,0.08896484375000001,0.9689453125,1.8515625,0,2.525390625,9.982421875e-4,0.870703125,30.749348958333336,27.612630208333336,1.1904296875,0.009666015625,0.027318359375,0.8349609375,0.00794921875,0.00818359375,0.0615234375,0.006572265625,0.006888671875,0.03955078125,0.153988930338528,0.01666666666666666
0.008400390625,3.9e-5,27.1484375,6.6484375,10.255859375,0.16396484375000003,0.9189453125,3.8515625,0,1.025390625,5.482421875e-4,0.970703125,18.582682291666668,15.445963541666666,2.9404296875,0.005166015625,0.002818359375,0.5849609375,0.00294921875,0.00318359375,0.3115234375,0.002072265625,0.002388671875,0.01455078125,0.17598867787746714,0.01666666666666666
0.006150390625,3.9e-5,42.1484375,5.6484375,8.505859375,0.05146484375,0.9439453125,0.8515625,0,1.775390625,7.732421875000001e-4,0.920703125,24.666015625,21.529296875,2.0654296875,0.002916015625,0.039568359375,0.7099609375,0.00544921875,6.835937500000001e-4,0.1865234375,0.004322265625,0.009138671875,0.02705078125,0.08924347319407389,0.01666666666666666
0.001650390625,3.9e-5,72.1484375,7.6484375,12.005859375,0.12646484375,0.9939453125,2.8515625,0,0.275390625,3.232421875e-4,0.8207031250000001,12.499348958333332,33.69596354166667,3.8154296875,0.007416015625,0.015068359375,0.9599609375,4.4921875e-4,0.00568359375,0.4365234375,0.008822265625,0.004638671875,0.00205078125,0.15640331428730864,0.01666666666666666
0.001931640625,3.9e-5,62.7734375,7.2734375,14.412109375,0.16865234375000002,0.9033203125,3.9765625,0,0.181640625,3.513671875e-4,0.989453125,28.468098958333336,20.768880208333336,1.9560546875,0.005447265625,0.022724609375,0.7568359375,0.00513671875,0.00599609375,0.0458984375,0.002916015625,0.005482421875,0.04736328125,0.17804596564965325,0.01666666666666666
0.006431640625,3.9e-5,32.7734375,5.2734375,10.912109375,0.09365234375,0.9533203125,1.9765625,0,1.681640625,8.013671875e-4,0.8894531250000001,16.301432291666664,32.935546875,3.7060546875,0.009947265625,0.047224609375,0.5068359375,1.3671875e-4,9.9609375e-4,0.2958984375,0.007416015625,0.009982421875,0.02236328125,0.19732389936689287,0.01666666666666666
0.008681640625,3.9e-5,47.7734375,6.2734375,9.162109375,0.13115234375,0.9783203125,2.9765625,0,0.931640625,1.263671875e-4,0.839453125,34.55143229166667,26.852213541666668,1.0810546875,0.007697265625,0.01047460937499999,0.6318359375,0.00763671875,0.00349609375,0.1708984375,0.009666015625,0.003232421875,0.03486328125,0.10337288191076369,0.01666666666666666
0.004181640625,3.9e-5,77.7734375,4.2734375,12.662109375,0.05615234375,0.9283203125,0.9765625,0,2.431640625,5.763671875000001e-4,0.939453125,22.384765625,14.685546875,2.8310546875,0.003197265625,0.034974609375,0.8818359375,0.00263671875,0.00849609375,0.4208984375,0.005166015625,0.007732421875,0.00986328125,0.07973027932457627,0.01666666666666666
0.005306640625,3.9e-5,25.2734375,7.7734375,8.287109375,0.07490234375,0.9158203125,1.4765625,0,0.556640625,2.388671875e-4,0.864453125,25.426432291666668,17.727213541666668,3.2685546875,0.008822265625,0.004349609375,0.9443359375,0.00388671875,0.00474609375,0.3583984375,0.006291015625,0.006607421875,0.04111328125,0.1275918390369043,0.01666666666666666
0.009806640625,3.9e-5,55.2734375,5.7734375,11.787109375,0.14990234375,0.9658203125,3.4765625,0,2.056640625,6.888671875e-4,0.964453125,13.259765625,29.893880208333336,1.5185546875,0.004322265625,0.028849609375,0.6943359375,0.00888671875,0.00974609375,0.1083984375,0.001791015625,0.002107421875,0.01611328125,0.195010818017181,0.01666666666666666
0.007556640625,3.9e-5,70.2734375,6.7734375,13.537109375,0.11240234375000002,0.9908203125,0.4765625,0,1.306640625,4.638671875e-4,0.914453125,31.509765625,35.97721354166667,2.3935546875,0.002072265625,0.016599609375,0.5693359375,0.00138671875,0.00724609375,0.4833984375,0.004041015625,0.008857421875,0.02861328125,0.07907070963410662,0.01666666666666666
0.003056640625,3.9e-5,40.2734375,4.7734375,10.037109375,0.18740234375000003,0.9408203125,2.4765625,0,2.806640625,9.138671875e-4,0.814453125,19.343098958333332,23.810546875,0.6435546875,0.006572265625,0.041099609375,0.8193359375,0.00638671875,0.00224609375,0.2333984375,0.008541015625,0.004357421875,0.00361328125,0.19314300260739403,0.01666666666666666
0.002494140625,3.9e-5,74.0234375,5.5234375,11.349609375,0.19677734375,0.9095703125,0.2265625,0,0.744140625,9.701171875e-4,0.8269531250000001,17.822265625,34.456380208333336,1.7373046875,0.003759765625,0.019662109375,0.7880859375,0.00326171875,0.00412109375,0.1396484375,0.002353515625,0.002669921875,0.02548828125,0.15553904772968963,0.01666666666666666
0.006994140625,3.9e-5,44.0234375,7.5234375,14.849609375,0.12177734375000002,0.9595703125,2.2265625,0,2.244140625,5.201171875e-4,0.926953125,29.988932291666664,22.289713541666668,3.4873046875,0.008259765625,0.044162109375,0.5380859375,0.00826171875,0.00912109375,0.3896484375,0.006853515625,0.007169921875,4.8828125e-4,0.05046819606795907,0.01666666666666666
0.009244140625,3.9e-5,29.0234375,4.5234375,13.099609375,0.15927734375000002,0.9845703125,1.2265625,0,1.494140625,7.451171875e-4,0.976953125,23.905598958333336,16.206380208333332,0.8623046875,0.006009765625,0.007412109375,0.6630859375,7.6171875e-4,0.00662109375,0.0146484375,0.009103515625,0.004919921875,0.03798828125,0.11232825202168896,0.01666666666666666
0.004744140625,3.9e-5,59.0234375,6.5234375,9.599609375,0.08427734375000001,0.9345703125,3.2265625,0,2.994140625,2.951171875e-4,0.876953125,36.072265625,28.373046875,2.6123046875,0.001509765625,0.031912109375,0.9130859375,0.00576171875,0.00162109375,0.2646484375,0.004603515625,0.009419921875,0.01298828125,0.13315800898708405,0.01666666666666666
0.003619140625,3.9e-5,36.5234375,5.0234375,12.224609375,0.06552734375000001,0.9220703125,2.7265625,0,0.369140625,6.326171875e-4,0.901953125,14.780598958333332,25.331380208333336,3.9248046875,0.009384765625,0.001287109375,0.9755859375,0.00701171875,0.00537109375,0.4521484375,0.005728515625,0.008294921875,0.03173828125,0.1221472942386754,0.01666666666666666
0.008119140625,3.9e-5,66.5234375,7.0234375,8.724609375,0.14052734375000003,0.9720703125,0.7265625,0,1.869140625,1.826171875e-4,0.801953125,26.947265625,13.164713541666666,2.1748046875,0.004884765625,0.025787109375,0.7255859375,0.00201171875,3.7109375e-4,0.2021484375,0.001228515625,0.003794921875,0.00673828125,0.08684828327968717,0.01666666666666666
0.005869140625,3.9e-5,51.5234375,4.0234375,10.474609375,0.10302734375,0.9970703125,3.7265625,0,1.119140625,8.576171875e-4,0.8519531250000001,20.863932291666664,19.248046875,3.0498046875,0.002634765625,0.013537109375,0.6005859375,0.00951171875,0.00287109375,0.3271484375,0.003478515625,0.006044921875,0.04423828125,0.16100175209576267,0.01666666666666666
0.001369140625,3.9e-5,21.5234375,6.0234375,13.974609375,0.17802734375,0.9470703125,1.7265625,0,2.619140625,4.076171875e-4,0.951953125,33.030598958333336,31.41471354166667,1.2998046875,0.007134765625,0.038037109375,0.8505859375,0.00451171875,0.00787109375,0.0771484375,0.007978515625,0.001544921875,0.01923828125,0.15888036305550488,0.01666666666666666
0.001509765625,3.9e-5,76.8359375,4.7109375,8.615234375,0.08193359375,0.9767578125,2.1640625,0,0.978515625,1.966796875e-4,0.8113281250000001,16.681640625,21.149088541666664,3.1044921875,0.007556640625,0.046458984375,0.5927734375,0.00560546875,0.00146484375,0.1943359375,0.009806640625,0.003935546875,0.00439453125,0.1693531568045728,0.01666666666666666
0.006009765625,3.9e-5,46.8359375,6.7109375,12.115234375,0.15693359375000002,0.9267578125,0.1640625,0,2.478515625,6.466796875e-4,0.911328125,28.848307291666664,33.315755208333336,1.3544921875,0.003056640625,0.021958984375,0.8427734375,6.0546875e-4,0.00646484375,0.4443359375,0.005306640625,0.008435546875,0.02939453125,0.0743815100635402,0.01666666666666666
0.008259765625,3.9e-5,31.8359375,5.7109375,13.865234375,0.11943359375,0.9017578125,3.1640625,0,0.228515625,4.216796875e-4,0.961328125,22.764973958333336,27.232421875,3.9794921875,0.005306640625,0.034208984375,0.9677734375,0.00810546875,0.00896484375,0.0693359375,0.003056640625,0.001685546875,0.01689453125,0.16780435289256276,0.01666666666666666
0.003759765625,3.9e-5,61.8359375,7.7109375,10.365234375,0.19443359375,0.9517578125,1.1640625,0,1.728515625,8.716796875000001e-4,0.861328125,34.931640625,15.065755208333332,2.2294921875,0.009806640625,0.009708984375,0.7177734375,0.00310546875,0.00396484375,0.3193359375,0.007556640625,0.006185546875,0.04189453125,0.151272071513813,0.01666666666666666
0.004884765625,3.9e-5,39.3359375,4.2109375,14.740234375,0.17568359375000003,0.9892578125,0.6640625,0,1.353515625,5.341796875e-4,0.936328125,13.639973958333332,18.107421875,0.9169921875,0.001931640625,0.028083984375,0.6552734375,0.00435546875,0.00771484375,0.3818359375,0.004181640625,0.007310546875,0.01064453125,0.1442847970640287,0.01666666666666666
0.009384765625,3.9e-5,69.3359375,6.2109375,11.240234375,0.10068359375,0.9392578125,2.6640625,0,2.853515625,9.841796875e-4,0.8363281250000001,25.806640625,30.274088541666664,2.6669921875,0.006431640625,0.003583984375,0.9052734375,0.00935546875,0.00271484375,0.1318359375,0.008681640625,0.002810546875,0.03564453125,0.11918455633567648,0.01666666666666666
0.007134765625,3.9e-5,54.3359375,5.2109375,9.490234375,0.13818359375,0.9142578125,1.6640625,0,0.603515625,3.091796875e-4,0.886328125,19.723307291666668,36.357421875,1.7919921875,0.008681640625,0.040333984375,0.7802734375,0.00185546875,2.1484375e-4,0.2568359375,0.006431640625,0.009560546875,0.02314453125,0.08648969819769264,0.01666666666666666
0.002634765625,3.9e-5,24.3359375,7.2109375,12.990234375,0.06318359375,0.9642578125,3.6640625,0,2.103515625,7.591796875e-4,0.986328125,31.889973958333336,24.190755208333336,3.5419921875,0.004181640625,0.015833984375,0.5302734375,0.00685546875,0.00521484375,0.0068359375,0.001931640625,0.005060546875,0.04814453125,0.139816454006359,0.01666666666666666
0.003197265625,3.9e-5,58.0859375,6.4609375,11.677734375,0.05380859375,0.9830078125,1.9140625,0,1.166015625,7.029296875e-4,0.973828125,30.369140625,34.83658854166667,2.4482421875,0.005869140625,0.049521484375,0.6240234375,0.00373046875,0.00833984375,0.1005859375,0.009244140625,0.001123046875,0.02001953125,0.19703475590795283,0.01666666666666666
0.007697265625,3.9e-5,28.0859375,4.4609375,8.177734375,0.12880859375000003,0.9330078125,3.9140625,0,2.666015625,2.529296875e-4,0.8738281250000001,18.202473958333332,22.669921875,0.6982421875,0.001369140625,0.025021484375,0.8740234375,0.00873046875,0.00333984375,0.3505859375,0.004744140625,0.005623046875,0.04501953125,0.09401097357040272,0.01666666666666666
0.009947265625,3.9e-5,43.0859375,7.4609375,9.927734375,0.09130859375,0.9080078125,0.9140625,0,0.416015625,9.279296875e-4,0.823828125,36.452473958333336,16.586588541666664,3.3232421875,0.003619140625,0.037271484375,0.9990234375,0.00123046875,8.3984375e-4,0.2255859375,0.002494140625,0.003373046875,0.00751953125,0.19719001742778347,0.01666666666666666
0.005447265625,3.9e-5,73.0859375,5.4609375,13.427734375,0.16630859375,0.9580078125,2.9140625,0,1.916015625,4.779296875e-4,0.923828125,24.285807291666668,28.753255208333336,1.5732421875,0.008119140625,0.012771484375,0.7490234375,0.00623046875,0.00583984375,0.4755859375,0.006994140625,0.007873046875,0.03251953125,0.1345724399900064,0.01666666666666666
0.004322265625,3.9e-5,20.5859375,6.9609375,10.802734375,0.18505859375,0.9955078125,3.4140625,0,0.791015625,8.154296875000001e-4,0.898828125,27.327473958333336,25.711588541666668,1.1357421875,0.002494140625,0.031146484375,0.6865234375,0.00748046875,0.00208984375,0.2880859375,0.003619140625,0.008998046875,0.01376953125,0.12324117636308075,0.01666666666666666
0.008822265625,3.9e-5,50.5859375,4.9609375,14.302734375,0.11005859375000002,0.9455078125,1.4140625,0,2.291015625,3.654296875e-4,0.998828125,15.160807291666666,13.544921875,2.8857421875,0.006994140625,0.006646484375,0.9365234375,0.00248046875,0.00708984375,0.0380859375,0.008119140625,0.004498046875,0.03876953125,0.1865299837314524,0.01666666666666666
0.006572265625,3.9e-5,65.5859375,7.9609375,12.552734375,0.14755859375000002,0.9205078125,2.4140625,0,0.041015625,5.904296875e-4,0.948828125,33.41080729166667,19.628255208333332,2.0107421875,0.009244140625,0.043396484375,0.8115234375,0.00998046875,0.00958984375,0.4130859375,0.005869140625,0.006748046875,0.00126953125,0.191965030960273,0.01666666666666666
0.002072265625,3.9e-5,35.5859375,5.9609375,9.052734375,0.07255859375000001,0.9705078125,0.4140625,0,1.541015625,1.404296875e-4,0.848828125,21.244140625,31.794921875,3.7607421875,0.004744140625,0.018896484375,0.5615234375,0.00498046875,0.00458984375,0.1630859375,0.001369140625,0.002248046875,0.02626953125,0.15839276714250447,0.01666666666666666
0.001791015625,3.9e-5,29.9609375,5.0859375,10.583984375,0.11474609375,0.9298828125,1.2890625,0,1.822265625,5.060546875e-4,0.967578125,35.69205729166667,23.430338541666668,2.1201171875,0.006712890625,0.020427734375,0.7333984375,0.00966796875,0.00490234375,0.3037109375,0.008962890625,0.003091796875,0.02470703125,0.05767489253776149,0.01666666666666666
0.006291015625,3.9e-5,59.9609375,7.0859375,14.083984375,0.18974609375,0.9798828125,3.2890625,0,0.322265625,9.560546875e-4,0.8675781250000001,23.525390625,35.597005208333336,3.8701171875,0.002212890625,0.044927734375,0.9833984375,0.00466796875,0.00990234375,0.0537109375,0.004462890625,0.007591796875,0.04970703125,0.18084137282567103,0.01666666666666666
0.008541015625,3.9e-5,74.9609375,4.0859375,12.333984375,0.07724609375000001,0.9548828125,0.2890625,0,2.572265625,2.810546875e-4,0.817578125,29.608723958333336,29.513671875,1.2451171875,0.004462890625,0.008177734375,0.8583984375,0.00716796875,0.00740234375,0.4287109375,0.002212890625,0.005341796875,0.01220703125,0.1093696497147903,0.01666666666666666
0.004041015625,3.9e-5,44.9609375,6.0859375,8.833984375,0.15224609375000003,0.9048828125,2.2890625,0,1.072265625,7.310546875e-4,0.917578125,17.442057291666668,17.347005208333332,2.9951171875,0.008962890625,0.032677734375,0.6083984375,0.00216796875,0.00240234375,0.1787109375,0.006712890625,0.009841796875,0.03720703125,0.06728665343252943,0.01666666666666666
0.005166015625,3.9e-5,52.4609375,5.5859375,13.208984375,0.13349609375000002,0.9423828125,3.7890625,0,2.197265625,1.685546875e-4,0.892578125,32.650390625,14.305338541666666,3.4326171875,0.001087890625,0.002052734375,0.5458984375,9.1796875e-4,0.00615234375,0.1162109375,0.003337890625,0.008716796875,0.01845703125,0.08675684460904451,0.01666666666666666
0.009666015625,3.9e-5,22.4609375,7.5859375,9.708984375,0.05849609375,0.9923828125,1.7890625,0,0.697265625,6.185546875000001e-4,0.992578125,20.483723958333336,26.472005208333336,1.6826171875,0.005587890625,0.026552734375,0.7958984375,0.00591796875,0.00115234375,0.3662109375,0.007837890625,0.004216796875,0.04345703125,0.1441520237014629,0.01666666666666666
0.007416015625,3.9e-5,37.4609375,4.5859375,11.458984375,0.17099609375000002,0.9673828125,2.7890625,0,2.947265625,3.935546875e-4,0.942578125,26.567057291666668,32.55533854166667,2.5576171875,0.007837890625,0.014302734375,0.9208984375,0.00341796875,0.00365234375,0.2412109375,0.005587890625,0.006466796875,0.00595703125,0.15404643833171577,0.01666666666666666
0.002916015625,3.9e-5,67.4609375,6.5859375,14.958984375,0.09599609375,0.9173828125,0.7890625,0,1.447265625,8.435546875e-4,0.8425781250000001,14.400390625,20.388671875,0.8076171875,0.003337890625,0.038802734375,0.6708984375,0.00841796875,0.00865234375,0.4912109375,0.001087890625,0.001966796875,0.03095703125,0.0994609950692393,0.01666666666666666
0.002353515625,3.9e-5,48.7109375,7.8359375,13.646484375,0.10537109375,0.9361328125,2.5390625,0,2.009765625,7.873046875e-4,0.8050781250000001,22.004557291666668,31.034505208333336,1.4638671875,0.006150390625,0.023490234375,0.7021484375,0.00154296875,0.00552734375,0.3974609375,0.009525390625,0.004779296875,0.00283203125,0.15399909192929043,0.01666666666666666
0.006853515625,3.9e-5,78.7109375,5.8359375,10.146484375,0.18037109375000004,0.9861328125,0.5390625,0,0.509765625,3.373046875e-4,0.905078125,34.171223958333336,18.867838541666668,3.2138671875,0.001650390625,0.047990234375,0.9521484375,0.00654296875,5.2734375e-4,0.1474609375,0.005025390625,0.009279296875,0.02783203125,0.08424251268152148,0.01666666666666666
0.009103515625,3.9e-5,63.7109375,6.8359375,8.396484375,0.06787109375,0.9611328125,3.5390625,0,2.759765625,5.623046875e-4,0.955078125,15.921223958333332,12.784505208333332,0.5888671875,0.003900390625,0.011240234375,0.8271484375,0.00404296875,0.00302734375,0.2724609375,0.002775390625,0.002529296875,0.01533203125,0.05223632578272372,0.01666666666666666
0.004603515625,3.9e-5,33.7109375,4.8359375,11.896484375,0.14287109375,0.9111328125,1.5390625,0,1.259765625,1.123046875e-4,0.855078125,28.087890625,24.951171875,2.3388671875,0.008400390625,0.035740234375,0.5771484375,0.00904296875,0.00802734375,0.0224609375,0.007275390625,0.007029296875,0.04033203125,0.14206086207414048,0.01666666666666666
0.003478515625,3.9e-5,71.2109375,7.3359375,9.271484375,0.16162109375,0.9486328125,0.0390625,0,1.634765625,6.748046875000001e-4,0.930078125,18.962890625,27.992838541666668,3.6513671875,0.002775390625,0.005115234375,0.5146484375,0.00779296875,0.00427734375,0.2099609375,0.003900390625,0.005904296875,0.00908203125,0.1800266346544959,0.01666666666666666
0.007978515625,3.9e-5,41.2109375,5.3359375,12.771484375,0.08662109375000002,0.9986328125,2.0390625,0,0.134765625,2.248046875e-4,0.830078125,31.12955729166667,15.826171875,1.9013671875,0.007275390625,0.029615234375,0.7646484375,0.00279296875,0.00927734375,0.4599609375,0.008400390625,0.001404296875,0.03408203125,0.1764830774860457,0.01666666666666666
0.005728515625,3.9e-5,26.2109375,6.3359375,14.521484375,0.19912109375000003,0.9736328125,1.0390625,0,2.384765625,8.998046875e-4,0.880078125,12.879557291666666,21.909505208333336,2.7763671875,0.009525390625,0.017365234375,0.8896484375,0.00529296875,0.00677734375,0.0849609375,0.006150390625,0.008154296875,0.02158203125,0.1427039993926883,0.01666666666666666
0.001228515625,3.9e-5,56.2109375,4.3359375,11.021484375,0.12412109375,0.9236328125,3.0390625,0,0.884765625,4.4980468749999e-4,0.980078125,25.046223958333336,34.076171875,1.0263671875,0.005025390625,0.041865234375,0.6396484375,2.9296875e-4,0.00177734375,0.3349609375,0.001650390625,0.003654296875,0.04658203125,0.17365736829815434,0.01666666666666666
0.001158203125,3.9e-5,26.6796875,5.8671875,12.060546875,0.09482421875,0.9900390625,2.3203125,0,2.923828125,5.552734375e-4,0.944140625,34.361328125,15.636067708333332,0.9443359375,0.008470703125,0.006263671875,0.7216796875,0.00115234375,0.00435546875,0.1513671875,0.003267578125,0.008505859375,0.03994140625,0.11244801059365274,0.01666666666666666
0.005658203125,3.9e-5,56.6796875,7.8671875,8.560546875,0.16982421875000003,0.9400390625,0.3203125,0,1.423828125,0.00010527343750000001,0.8441406250000001,22.194661458333336,27.802734375,2.6943359375,0.003970703125,0.030763671875,0.9716796875,0.00615234375,0.00935546875,0.4013671875,0.007767578125,0.004005859375,0.01494140625,0.16838132723933086,0.01666666666666666
0.007908203125,3.9e-5,71.6796875,4.8671875,10.310546875,0.05732421875,0.9150390625,3.3203125,0,2.173828125,7.802734375e-4,0.894140625,28.277994791666664,33.886067708333336,1.8193359375,0.001720703125,0.018513671875,0.8466796875,0.00365234375,0.00685546875,0.0263671875,0.005517578125,0.006255859375,0.02744140625,0.1267802946502343,0.01666666666666666
0.003408203125,3.9e-5,41.6796875,6.8671875,13.810546875,0.13232421875,0.9650390625,1.3203125,0,0.673828125,3.302734375e-4,0.994140625,16.111328125,21.719401041666668,3.5693359375,0.006220703125,0.043013671875,0.5966796875,0.00865234375,0.00185546875,0.2763671875,0.001017578125,0.001755859375,0.00244140625,0.1945300147286617,0.01666666666666666
0.004533203125,3.9e-5,64.1796875,5.3671875,11.185546875,0.15107421875000002,0.9775390625,0.8203125,0,2.548828125,8.927734375e-4,0.8191406250000001,31.319661458333336,18.677734375,2.2568359375,0.005095703125,0.024638671875,0.5341796875,0.00990234375,0.00560546875,0.4638671875,0.008892578125,0.002880859375,0.04619140625,0.13379660607315602,0.01666666666666666
0.009033203125,3.9e-5,34.1796875,7.3671875,14.685546875,0.07607421875,0.9275390625,2.8203125,0,1.048828125,4.427734375e-4,0.919140625,19.152994791666668,30.84440104166667,0.5068359375,0.009595703125,0.049138671875,0.7841796875,0.00490234375,6.0546875e-4,0.2138671875,0.004392578125,0.007380859375,0.02119140625,0.09931955125648528,0.01666666666666666
0.006783203125,3.9e-5,49.1796875,4.3671875,12.935546875,0.18857421875,0.9025390625,1.8203125,0,1.798828125,6.677734375000001e-4,0.969140625,25.236328125,24.761067708333336,3.1318359375,0.007345703125,0.012388671875,0.9091796875,0.00740234375,0.00310546875,0.3388671875,0.002142578125,0.005130859375,0.03369140625,0.17392333659809084,0.01666666666666666
0.002283203125,3.9e-5,79.1796875,6.3671875,9.435546875,0.11357421875,0.9525390625,3.8203125,0,0.298828125,2.177734375e-4,0.869140625,13.069661458333332,12.594401041666666,1.3818359375,0.002845703125,0.036888671875,0.6591796875,0.00240234375,0.00810546875,0.0888671875,0.006642578125,0.009630859375,0.00869140625,0.15649084545439113,0.01666666666666666
0.002845703125,3.9e-5,37.9296875,7.1171875,8.123046875,0.12294921875000002,0.9962890625,1.5703125,0,2.361328125,2.740234375e-4,0.8816406250000001,23.715494791666668,26.281901041666668,0.7255859375,0.009033203125,0.003201171875,0.6904296875,0.00802734375,0.00623046875,0.0576171875,0.003830078125,0.005693359375,0.03681640625,0.05065802682656795,0.01666666666666666
0.007345703125,3.9e-5,67.9296875,5.1171875,11.623046875,0.19794921875000004,0.9462890625,3.5703125,0,0.861328125,7.240234375000001e-4,0.981640625,35.882161458333336,14.115234375,2.4755859375,0.004533203125,0.027701171875,0.9404296875,0.00302734375,0.00123046875,0.3076171875,0.008330078125,0.001193359375,0.01181640625,0.10243294545216489,0.01666666666666666
0.009595703125,3.9e-5,52.9296875,6.1171875,13.373046875,0.08544921875,0.9212890625,0.5703125,0,1.611328125,4.990234375e-4,0.931640625,17.632161458333332,20.198567708333336,1.6005859375,0.002283203125,0.015451171875,0.8154296875,0.00552734375,0.00373046875,0.1826171875,0.006080078125,0.007943359375,0.04931640625,0.11516961958259345,0.01666666666666666
0.005095703125,3.9e-5,22.9296875,4.1171875,9.873046875,0.16044921875,0.9712890625,2.5703125,0,0.111328125,9.490234375e-4,0.831640625,29.798828125,32.365234375,3.3505859375,0.006783203125,0.039951171875,0.5654296875,5.2734375e-4,0.00873046875,0.4326171875,0.001580078125,0.003443359375,0.02431640625,0.1499007898150012,0.01666666666666666
0.003970703125,3.9e-5,75.4296875,7.6171875,14.248046875,0.14169921875000002,0.9837890625,3.0703125,0,2.736328125,3.865234375e-4,0.956640625,20.673828125,35.40690104166667,2.9130859375,0.003408203125,0.021576171875,0.5029296875,0.00177734375,0.00498046875,0.3701171875,0.009455078125,0.004568359375,0.03056640625,0.18240855933399872,0.01666666666666666
0.008470703125,3.9e-5,45.4296875,5.6171875,10.748046875,0.06669921875000001,0.9337890625,1.0703125,0,1.236328125,8.365234375e-4,0.856640625,32.84049479166667,23.240234375,1.1630859375,0.007908203125,0.046076171875,0.7529296875,0.00677734375,0.00998046875,0.1201171875,0.004955078125,0.009068359375,0.00556640625,0.12795728166820483,0.01666666666666666
